"match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"2012-05-05","Hannover","Kaiserslautern","Ron-Robert Zieler","Emanuel Pogatetz","Mario Eggimann","Steven Cherundolo","Christian Schulz","Sérgio da Silva Pinto","Lars Stindl","Konstantin Rausch","Didier Ya Konan","Jan Schlaudraff","Mohammed Abdellaoue","Tobias Sippel","Mathias Abel","Alexander Bugera","Florian Dick","Anthar Yahia","Ariel Borysiuk","Oliver Kirch","Pierre De Wit","Kostas Fortounis","Itay Shechter","Julian Derstroff"
"2012-05-05","Stuttgart","Wolfsburg","Sven Ulreich","Gotoku Sakai","Maza","Arthur Boka","Matthieu Delpierre","Zdravko Kuzmanovic","Christian Gentner","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Cacau","Diego Benaglio","Marcel Schäfer","Christian Träsch","Alexander Madlung","Marco Russ","Ricardo Rodríguez","Josué","Vieirinha","Hasan Salihamidžic","Mario Mandžukic","Patrick Helmes"
"2012-08-24","Dortmund","WerderBremen","Roman Weidenfeller","Neven Subotic","Mats Hummels","Marcel Schmelzer","Sebastian Kehl","Ilkay Gündogan","Jakub Blaszczykowski","Kevin Großkreutz","Oliver Kirch","Robert Lewandowski","Marco Reus","Sebastian Mielitz","Clemens Fritz","Sebastian Prödl","Sokratis Papastathopoulos","Theodor Gebre Selassie","Kevin De Bruyne","Aaron Hunt","Zlatko Junuzovic","Aleksandar Ignjovski","Marko Arnautovic","Eljero Elia"
"2012-08-25","Freiburg","Mainz","Oliver Baumann","Fallou Diagné","Oliver Sorg","Matthias Ginter","Immanuel Höhn","Cédric Makiadi","Anton Putsila","Jonathan Schmid","Julian Schuster","Karim Guédé","Max Kruse","Christian Wetklo","Nikolce Noveski","Jan Kirchhoff","Niko Bungert","Marco Caligiuri","Julian Baumgartlinger","Elkin Soto","Andreas Ivanschitz","Nicolai Müller","Eric Maxim Choupo-Moting","Ádám Szalai"
"2012-08-25","Hamburg","Nurnberg","René Adler","Dennis Diekmeier","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Marcell Jansen","Jacopo Sala","Per Skjelbred","Marcus Berg","Heung-min Son","Raphael Schäfer","Per Nilsson","Timm Klose","Javier Pinola","Timothy Chandler","Timmy Simons","Hanno Balitsch","Hiroshi Kiyotake","Mike Frantz","Sebastian Polter","Alexander Esswein"
"2012-08-25","EinFrankfurt","Leverkusen","Kevin Trapp","Carlos Zambrano","Bastian Oczipka","Bamba Anderson","Sebastian Jung","Takashi Inui","Stefan Aigner","Sebastian Rode","Pirmin Schwegler","Olivier Occéan","Alexander Meier","Bernd Leno","Daniel Schwaab","Philipp Wollscheid","Ömer Toprak","Michal Kadlec","Stefan Reinartz","Simon Rolfes","Lars Bender","Karim Bellarabi","André Schürrle","Stefan Kießling"
"2012-08-26","Hannover","Schalke04","Ron-Robert Zieler","Mario Eggimann","Steven Cherundolo","Felipe","Christian Pander","Leon Andreasen","Sérgio da Silva Pinto","Manuel Schmiedebach","Lars Stindl","Didier Ya Konan","Jan Schlaudraff","Timo Hildebrand","Kyriakos Papadopoulos","Atsuto Uchida","Christian Fuchs","Joel Matip","Lewis Holtby","Jermaine Jones","Roman Neustädter","Ciprian Marica","Klaas Jan Huntelaar","Julian Draxler"
"2012-08-25","M'gladbach","Hoffenheim","Marc-André ter Stegen","Filip Daems","Roel Brouwers","Tony Jantschke","Martin Stranzl","Alexander Ring","Håvard Nordtveit","Juan Arango","Granit Xhaka","Luuk de Jong","Mike Hanke","Tim Wiese","Andreas Beck","Marvin Compper","Matthieu Delpierre","Fabian Johnson","Sebastian Rudy","Boris Vukcevic","Tobias Weis","Roberto Firmino","Eren Derdiyok","Kevin Volland"
"2012-08-25","Augsburg","FortunaDusseldorf","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Matthias Ostrzolek","Ja-cheol Koo","Daniel Baier","Jan Morávek","Andreas Ottl","Knowledge Musona","Aristide Bancé","Fabian Giefer","Stelios Malezas","Jens Langeneke","Tobias Levels","Johannes van den Bergh","Oliver Fink","Axel Bellinghausen","Adam Bodzek","Robbie Kruse","Nando Rafael","Andriy Voronin"
"2012-08-25","GreutherFurth","BayernMunich","Max Grün","Mergim Mavraj","Heinrich Schmidtgal","Thomas Kleine","Bernd Nehrig","Stephan Fürstner","Sebastian Tyrala","Edgar Prib","Sercan Sararer","Felix Klaus","Djiby Fall","Manuel Neuer","Dante","Jérôme Boateng","Philipp Lahm","Holger Badstuber","Xherdan Shaqiri","Luiz Gustavo","Toni Kroos","Mario Mandžukic","Arjen Robben","Thomas Müller"
"2012-08-25","Stuttgart","Wolfsburg","Sven Ulreich","Serdar Tasçi","Maza","Arthur Boka","Tim Hoogland","William Kvist","Ibrahima Traoré","Christian Gentner","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Diego Benaglio","Marcel Schäfer","Emanuel Pogatetz","Naldo","Robin Knoche","Fágner","Ricardo Rodríguez","Diego","Ivica Olic","Bas Dost","Ashkan Dejagah"
"2012-08-31","Mainz","GreutherFurth","Christian Wetklo","Nikolce Noveski","Jan Kirchhoff","Niko Bungert","Marco Caligiuri","Julian Baumgartlinger","Elkin Soto","Andreas Ivanschitz","Nicolai Müller","Eric Maxim Choupo-Moting","Ádám Szalai","Max Grün","Mergim Mavraj","Heinrich Schmidtgal","Thomas Kleine","Bernd Nehrig","Stephan Fürstner","Milorad Pekovic","Edgar Prib","Sercan Sararer","Felix Klaus","Djiby Fall"
"2012-09-01","Leverkusen","Freiburg","Bernd Leno","Philipp Wollscheid","Dani Carvajal","Ömer Toprak","Michal Kadlec","Stefan Reinartz","Simon Rolfes","Lars Bender","Gonzalo Castro","André Schürrle","Stefan Kießling","Oliver Baumann","Fallou Diagné","Vegar Hedenstad","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Karim Guédé","Max Kruse","Sebastian Freis"
"2012-09-01","Nurnberg","Dortmund","Raphael Schäfer","Per Nilsson","Timm Klose","Javier Pinola","Timothy Chandler","Timmy Simons","Hanno Balitsch","Hiroshi Kiyotake","Tomáš Pekhart","Róbert Mak","Alexander Esswein","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Ilkay Gündogan","Ivan Perišic","Jakub Blaszczykowski","Robert Lewandowski","Marco Reus"
"2012-09-01","FortunaDusseldorf","M'gladbach","Fabian Giefer","Stelios Malezas","Jens Langeneke","Tobias Levels","Johannes van den Bergh","Oliver Fink","Axel Bellinghausen","Adam Bodzek","Robbie Kruse","Stefan Reisinger","Andriy Voronin","Marc-André ter Stegen","Filip Daems","Domínguez","Tony Jantschke","Martin Stranzl","Tolga Cigerci","Patrick Herrmann","Håvard Nordtveit","Juan Arango","Granit Xhaka","Luuk de Jong"
"2012-09-02","BayernMunich","Stuttgart","Manuel Neuer","Dante","Jérôme Boateng","Philipp Lahm","Holger Badstuber","Franck Ribéry","Luiz Gustavo","Bastian Schweinsteiger","Toni Kroos","Mario Mandžukic","Thomas Müller","Sven Ulreich","Gotoku Sakai","Serdar Tasçi","Maza","Arthur Boka","William Kvist","Christian Gentner","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Shinji Okazaki"
"2012-09-01","Schalke04","Augsburg","Lars Unnerstall","Kyriakos Papadopoulos","Atsuto Uchida","Christian Fuchs","Joel Matip","Lewis Holtby","Jermaine Jones","Roman Neustädter","Jefferson Farfán","Klaas Jan Huntelaar","Julian Draxler","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Marcel de Jong","Ja-cheol Koo","Daniel Baier","Tobias Werner","Andreas Ottl","Knowledge Musona","Aristide Bancé"
"2012-09-01","WerderBremen","Hamburg","Sebastian Mielitz","Clemens Fritz","Sebastian Prödl","Sokratis Papastathopoulos","Theodor Gebre Selassie","Kevin De Bruyne","Aaron Hunt","Zlatko Junuzovic","Marko Arnautovic","Eljero Elia","Nils Petersen","René Adler","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Marcell Jansen","Ivo Ilicevic","Milan Badelj","Petr Jirácek","Artjoms Rudnevs","Heung-min Son"
"2012-09-01","Hoffenheim","EinFrankfurt","Tim Wiese","Marvin Compper","Matthieu Delpierre","Fabian Johnson","Sebastian Rudy","Boris Vukcevic","Tobias Weis","Roberto Firmino","Stephan Schröck","Eren Derdiyok","Kevin Volland","Kevin Trapp","Carlos Zambrano","Bastian Oczipka","Bamba Anderson","Sebastian Jung","Takashi Inui","Stefan Aigner","Sebastian Rode","Pirmin Schwegler","Olivier Occéan","Alexander Meier"
"2012-09-02","Wolfsburg","Hannover","Diego Benaglio","Marcel Schäfer","Emanuel Pogatetz","Naldo","Fágner","Ricardo Rodríguez","Josué","Vieirinha","Diego","Ivica Olic","Bas Dost","Ron-Robert Zieler","Karim Haggui","Mario Eggimann","Steven Cherundolo","Leon Andreasen","Sérgio da Silva Pinto","Szabolcs Huszti","Lars Stindl","Konstantin Rausch","Artur Sobiech","Jan Schlaudraff"
"2012-09-14","Augsburg","Wolfsburg","Mohamed Amsif","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Matthias Ostrzolek","Daniel Baier","Milan Petržela","Tobias Werner","Andreas Ottl","Torsten Oehrl","Aristide Bancé","Diego Benaglio","Marcel Schäfer","Emanuel Pogatetz","Naldo","Fágner","Ricardo Rodríguez","Simon Kjær","Vieirinha","Diego","Thomas Kahlenberg","Ivica Olic"
"2012-09-15","BayernMunich","Mainz","Manuel Neuer","Dante","Jérôme Boateng","Philipp Lahm","Holger Badstuber","Xherdan Shaqiri","Luiz Gustavo","Bastian Schweinsteiger","Toni Kroos","Mario Mandžukic","Thomas Müller","Christian Wetklo","Zdenek Pospech","Nikolce Noveski","Radoslav Zabavník","Jan Kirchhoff","Niko Bungert","Marco Caligiuri","Julian Baumgartlinger","Marcel Risse","Nicolai Müller","Eric Maxim Choupo-Moting"
"2012-09-15","Stuttgart","FortunaDusseldorf","Sven Ulreich","Georg Niedermeier","Maza","Cristian Molinaro","Tim Hoogland","William Kvist","Christian Gentner","Tamás Hajnal","Martin Harnik","Tunay Torun","Cacau","Fabian Giefer","Stelios Malezas","Jens Langeneke","Tobias Levels","Johannes van den Bergh","Oliver Fink","Adam Bodzek","Andreas Lambertz","Robbie Kruse","Dani Schahin","Andriy Voronin"
"2012-09-15","GreutherFurth","Schalke04","Max Grün","Mergim Mavraj","Heinrich Schmidtgal","Thomas Kleine","Bernd Nehrig","Stephan Fürstner","Milorad Pekovic","Edgar Prib","Sercan Sararer","Felix Klaus","Edu","Lars Unnerstall","Benedikt Höwedes","Kyriakos Papadopoulos","Christian Fuchs","Joel Matip","Lewis Holtby","Ibrahim Afellay","Jermaine Jones","Roman Neustädter","Klaas Jan Huntelaar","Julian Draxler"
"2012-09-16","EinFrankfurt","Hamburg","Kevin Trapp","Carlos Zambrano","Bastian Oczipka","Bamba Anderson","Sebastian Jung","Takashi Inui","Stefan Aigner","Sebastian Rode","Pirmin Schwegler","Olivier Occéan","Alexander Meier","René Adler","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Marcell Jansen","Zhi Gin Lam","Milan Badelj","Petr Jirácek","Rafael van der Vaart","Artjoms Rudnevs","Heung-min Son"
"2012-09-15","Dortmund","Leverkusen","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Ilkay Gündogan","Mario Götze","Jakub Blaszczykowski","Kevin Großkreutz","Robert Lewandowski","Bernd Leno","Philipp Wollscheid","Dani Carvajal","Ömer Toprak","Michal Kadlec","Stefan Reinartz","Lars Bender","Jens Hegeler","Gonzalo Castro","André Schürrle","Stefan Kießling"
"2012-09-15","M'gladbach","Nurnberg","Marc-André ter Stegen","Filip Daems","Domínguez","Tony Jantschke","Martin Stranzl","Tolga Cigerci","Patrick Herrmann","Håvard Nordtveit","Juan Arango","Granit Xhaka","Luuk de Jong","Raphael Schäfer","Per Nilsson","Timm Klose","Javier Pinola","Timothy Chandler","Timmy Simons","Hanno Balitsch","Hiroshi Kiyotake","Tomáš Pekhart","Róbert Mak","Alexander Esswein"
"2012-09-15","Hannover","WerderBremen","Ron-Robert Zieler","Karim Haggui","Mario Eggimann","Steven Cherundolo","Leon Andreasen","Sérgio da Silva Pinto","Szabolcs Huszti","Lars Stindl","Konstantin Rausch","Artur Sobiech","Jan Schlaudraff","Sebastian Mielitz","Assani Lukimya","Clemens Fritz","Sokratis Papastathopoulos","Theodor Gebre Selassie","Kevin De Bruyne","Aaron Hunt","Philipp Bargfrede","Marko Arnautovic","Eljero Elia","Nils Petersen"
"2012-09-16","Freiburg","Hoffenheim","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Julian Schuster","Karim Guédé","Max Kruse","Erik Jendrišek","Tim Wiese","Marvin Compper","Matthieu Delpierre","Fabian Johnson","Patrick Ochs","Sebastian Rudy","Daniel Williams","Roberto Firmino","Takashi Usami","Eren Derdiyok","Kevin Volland"
"2012-09-21","Nurnberg","EinFrankfurt","Raphael Schäfer","Per Nilsson","Timm Klose","Javier Pinola","Timothy Chandler","Timmy Simons","Hanno Balitsch","Hiroshi Kiyotake","Tomáš Pekhart","Róbert Mak","Alexander Esswein","Kevin Trapp","Carlos Zambrano","Bastian Oczipka","Bamba Anderson","Sebastian Jung","Takashi Inui","Stefan Aigner","Sebastian Rode","Pirmin Schwegler","Olivier Occéan","Alexander Meier"
"2012-09-22","Wolfsburg","GreutherFurth","Diego Benaglio","Marcel Schäfer","Emanuel Pogatetz","Naldo","Fágner","Ricardo Rodríguez","Simon Kjær","Diego","Thomas Kahlenberg","Ivica Olic","Bas Dost","Max Grün","Mergim Mavraj","Heinrich Schmidtgal","Thomas Kleine","Bernd Nehrig","Stephan Fürstner","Edgar Prib","Thanos Petsos","Sercan Sararer","Edu","Ilir Azemi"
"2012-09-22","Hamburg","Dortmund","René Adler","Dennis Diekmeier","Michael Mancienne","Heiko Westermann","Marcell Jansen","Ivo Ilicevic","Milan Badelj","Tolgay Arslan","Rafael van der Vaart","Artjoms Rudnevs","Heung-min Son","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Moritz Leitner","Mario Götze","Ivan Perišic","Robert Lewandowski","Marco Reus"
"2012-09-23","Leverkusen","M'gladbach","Bernd Leno","Philipp Wollscheid","Dani Carvajal","Ömer Toprak","Michal Kadlec","Stefan Reinartz","Lars Bender","Gonzalo Castro","Karim Bellarabi","André Schürrle","Stefan Kießling","Marc-André ter Stegen","Filip Daems","Roel Brouwers","Tony Jantschke","Martin Stranzl","Tolga Cigerci","Patrick Herrmann","Håvard Nordtveit","Juan Arango","Granit Xhaka","Luuk de Jong"
"2012-09-23","Hoffenheim","Hannover","Koen Casteels","Andreas Beck","Marvin Compper","Matthieu Delpierre","Fabian Johnson","Sebastian Rudy","Boris Vukcevic","Daniel Williams","Roberto Firmino","Takashi Usami","Joselu","Ron-Robert Zieler","Mario Eggimann","Steven Cherundolo","Felipe","Sérgio da Silva Pinto","Manuel Schmiedebach","Adrian Nikçi","Lars Stindl","Konstantin Rausch","Artur Sobiech","Jan Schlaudraff"
"2012-09-22","Schalke04","BayernMunich","Lars Unnerstall","Benedikt Höwedes","Kyriakos Papadopoulos","Christian Fuchs","Joel Matip","Lewis Holtby","Jermaine Jones","Roman Neustädter","Jefferson Farfán","Klaas Jan Huntelaar","Julian Draxler","Manuel Neuer","Dante","Jérôme Boateng","Philipp Lahm","Holger Badstuber","Luiz Gustavo","Bastian Schweinsteiger","Toni Kroos","Mario Mandžukic","Arjen Robben","Thomas Müller"
"2012-09-22","Mainz","Augsburg","Christian Wetklo","Zdenek Pospech","Nikolce Noveski","Júnior Díaz","Niko Bungert","Eugen Polanski","Elkin Soto","Andreas Ivanschitz","Nicolai Müller","Eric Maxim Choupo-Moting","Ádám Szalai","Mohamed Amsif","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Marcel de Jong","Kevin Vogt","Daniel Baier","Milan Petržela","Jan Morávek","Andreas Ottl","Torsten Oehrl"
"2012-09-22","FortunaDusseldorf","Freiburg","Fabian Giefer","Stelios Malezas","Jens Langeneke","Tobias Levels","Johannes van den Bergh","Oliver Fink","Adam Bodzek","Andreas Lambertz","Robbie Kruse","Dani Schahin","Andriy Voronin","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Julian Schuster","Karim Guédé","Daniel Caligiuri","Max Kruse"
"2012-09-23","WerderBremen","Stuttgart","Sebastian Mielitz","Clemens Fritz","Sebastian Prödl","Sokratis Papastathopoulos","Theodor Gebre Selassie","Kevin De Bruyne","Aaron Hunt","Zlatko Junuzovic","Marko Arnautovic","Eljero Elia","Nils Petersen","Sven Ulreich","Gotoku Sakai","Serdar Tasçi","Maza","Arthur Boka","William Kvist","Christian Gentner","Martin Harnik","Tunay Torun","Cacau","Shinji Okazaki"
"2012-09-25","BayernMunich","Wolfsburg","Manuel Neuer","Dante","Javi Martínez","Jérôme Boateng","Philipp Lahm","Holger Badstuber","Franck Ribéry","Xherdan Shaqiri","Bastian Schweinsteiger","Mario Mandžukic","Arjen Robben","Diego Benaglio","Emanuel Pogatetz","Naldo","Robin Knoche","Fágner","Ricardo Rodríguez","Josué","Diego","Thomas Kahlenberg","Ivica Olic","Bas Dost"
"2012-09-25","GreutherFurth","FortunaDusseldorf","Max Grün","Mergim Mavraj","Heinrich Schmidtgal","Thomas Kleine","Bernd Nehrig","Stephan Fürstner","Thanos Petsos","Sercan Sararer","Tayfun Pektürk","Edu","Ilir Azemi","Fabian Giefer","Stelios Malezas","Jens Langeneke","Tobias Levels","Johannes van den Bergh","Oliver Fink","Adam Bodzek","Andreas Lambertz","Robbie Kruse","Ken Ilsø","Dani Schahin"
"2012-09-26","M'gladbach","Hamburg","Marc-André ter Stegen","Filip Daems","Domínguez","Tony Jantschke","Martin Stranzl","Patrick Herrmann","Håvard Nordtveit","Juan Arango","Granit Xhaka","Luuk de Jong","Mike Hanke","René Adler","Dennis Diekmeier","Michael Mancienne","Heiko Westermann","Marcell Jansen","Ivo Ilicevic","Milan Badelj","Tolgay Arslan","Rafael van der Vaart","Artjoms Rudnevs","Heung-min Son"
"2012-09-26","Hannover","Nurnberg","Ron-Robert Zieler","Karim Haggui","Mario Eggimann","Steven Cherundolo","Leon Andreasen","Sérgio da Silva Pinto","Szabolcs Huszti","Lars Stindl","Konstantin Rausch","Didier Ya Konan","Jan Schlaudraff","Raphael Schäfer","Per Nilsson","Timm Klose","Javier Pinola","Timothy Chandler","Timmy Simons","Hanno Balitsch","Hiroshi Kiyotake","Tomáš Pekhart","Róbert Mak","Alexander Esswein"
"2012-09-26","Augsburg","Leverkusen","Mohamed Amsif","Paul Verhaegh","Gibril Sankoh","Ragnar Klavan","Marcel de Jong","Daniel Baier","Milan Petržela","Tobias Werner","Andreas Ottl","Torsten Oehrl","Aristide Bancé","Bernd Leno","Daniel Schwaab","Philipp Wollscheid","Ömer Toprak","Michal Kadlec","Stefan Reinartz","Simon Rolfes","Lars Bender","Gonzalo Castro","André Schürrle","Stefan Kießling"
"2012-09-25","Schalke04","Mainz","Lars Unnerstall","Benedikt Höwedes","Kyriakos Papadopoulos","Atsuto Uchida","Christian Fuchs","Lewis Holtby","Ibrahim Afellay","Marco Höger","Roman Neustädter","Jefferson Farfán","Klaas Jan Huntelaar","Christian Wetklo","Zdenek Pospech","Nikolce Noveski","Júnior Díaz","Niko Bungert","Eugen Polanski","Julian Baumgartlinger","Elkin Soto","Andreas Ivanschitz","Nikita Rukavytsya","Ádám Szalai"
"2012-09-25","EinFrankfurt","Dortmund","Kevin Trapp","Carlos Zambrano","Bastian Oczipka","Bamba Anderson","Sebastian Jung","Takashi Inui","Stefan Aigner","Sebastian Rode","Pirmin Schwegler","Erwin Hoffer","Alexander Meier","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Moritz Leitner","Ivan Perišic","Jakub Blaszczykowski","Robert Lewandowski","Marco Reus"
"2012-09-26","Stuttgart","Hoffenheim","Sven Ulreich","Gotoku Sakai","Serdar Tasçi","Georg Niedermeier","Cristian Molinaro","William Kvist","Christian Gentner","Tamás Hajnal","Vedad Ibiševic","Cacau","Shinji Okazaki","Koen Casteels","Andreas Beck","Marvin Compper","Matthieu Delpierre","Fabian Johnson","Sebastian Rudy","Boris Vukcevic","Daniel Williams","Roberto Firmino","Takashi Usami","Joselu"
"2012-09-26","Freiburg","WerderBremen","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Julian Schuster","Karim Guédé","Daniel Caligiuri","Max Kruse","Sebastian Mielitz","Clemens Fritz","Lukas Schmitz","Sebastian Prödl","Sokratis Papastathopoulos","Kevin De Bruyne","Aaron Hunt","Zlatko Junuzovic","Marko Arnautovic","Eljero Elia","Joseph Akpala"
"2012-09-28","FortunaDusseldorf","Schalke04","Fabian Giefer","Stelios Malezas","Jens Langeneke","Tobias Levels","Johannes van den Bergh","Oliver Fink","Adam Bodzek","Andreas Lambertz","Robbie Kruse","Dani Schahin","Andriy Voronin","Lars Unnerstall","Benedikt Höwedes","Kyriakos Papadopoulos","Christian Fuchs","Joel Matip","Lewis Holtby","Ibrahim Afellay","Jermaine Jones","Tranquillo Barnetta","Roman Neustädter","Klaas Jan Huntelaar"
"2012-09-29","WerderBremen","BayernMunich","Sebastian Mielitz","Clemens Fritz","Sebastian Prödl","Sokratis Papastathopoulos","Theodor Gebre Selassie","Kevin De Bruyne","Aaron Hunt","Zlatko Junuzovic","Marko Arnautovic","Eljero Elia","Nils Petersen","Manuel Neuer","Dante","Jérôme Boateng","Philipp Lahm","Holger Badstuber","Franck Ribéry","Luiz Gustavo","Bastian Schweinsteiger","Toni Kroos","Claudio Pizarro","Thomas Müller"
