"match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"2012-03-30","Dortmund","Stuttgart","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Jakub Blaszczykowski","Kevin Großkreutz","Ilkay Gündogan","Shinji Kagawa","Robert Lewandowski","Sven Ulreich","Gotoku Sakai","Georg Niedermeier","Maza","Arthur Boka","William Kvist","Zdravko Kuzmanovic","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Julian Schieber"
"2012-03-31","Kaiserslautern","Hamburg","Tobias Sippel","Alexander Bugera","Rodnei","Florian Dick","Anthar Yahia","Ariel Borysiuk","Christian Tiffert","Olcay Sahan","Pierre De Wit","Sandro Wagner","Julian Derstroff","Jaroslav Drobný","Dennis Diekmeier","Michael Mancienne","Heiko Westermann","Dennis Aogo","Marcell Jansen","Ivo Ilicevic","David Jarolím","Gojko Kacar","Mladen Petric","Marcus Berg"
"2012-03-31","Leverkusen","Freiburg","Bernd Leno","Manuel Friedrich","Ömer Toprak","Michal Kadlec","Gonzalo Castro","Stefan Reinartz","Simon Rolfes","Renato Augusto","André Schürrle","Stefan Kießling","Eren Derdiyok","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Julian Schuster","Karim Guédé","Daniel Caligiuri","Sebastian Freis"
"2012-03-31","Hertha","Wolfsburg","Thomas Kraft","Christian Lell","Roman Hubník","Christoph Janker","Felix Bastians","Levan Kobiashvili","Raffael","Änis Ben-Hatira","Peter Niemeyer","Adrián Ramos","Nikita Rukavytsya","Diego Benaglio","Felipe","Marcel Schäfer","Christian Träsch","Marco Russ","Ricardo Rodríguez","Josué","Jan Polák","Mario Mandžukic","Ashkan Dejagah","Patrick Helmes"
"2012-04-01","Hoffenheim","Schalke04","Tom Starke","Andreas Beck","Fabian Johnson","Isaac Vorsah","Jannik Vestergaard","Sebastian Rudy","Boris Vukcevic","Tobias Weis","Roberto Firmino","Sejad Salihovic","Sven Schipplock","Lars Unnerstall","Kyriakos Papadopoulos","Atsuto Uchida","Christian Fuchs","Joel Matip","Lewis Holtby","Jermaine Jones","Raúl","Jefferson Farfán","Klaas Jan Huntelaar","Julian Draxler"
"2012-03-31","Nurnberg","BayernMunich","Raphael Schäfer","Dominic Maroh","Adam Hloušek","Javier Pinola","Timothy Chandler","Philipp Wollscheid","Timmy Simons","Hanno Balitsch","Markus Feulner","Daniel Didavi","Tomáš Pekhart","Manuel Neuer","Jérôme Boateng","Philipp Lahm","Diego Contento","Holger Badstuber","Danijel Pranjic","Toni Kroos","Anatoliy Tymoshchuk","Arjen Robben","Thomas Müller","Mario Gomez"
"2012-03-31","WerderBremen","Mainz","Tim Wiese","François Affolter","Clemens Fritz","Sokratis Papastathopoulos","Florian Hartherz","Aleksandar Ignjovski","Zlatko Junuzovic","Tom Trybull","Philipp Bargfrede","Markus Rosenberg","Claudio Pizarro","Christian Wetklo","Nikolce Noveski","Radoslav Zabavník","Jan Kirchhoff","Niko Bungert","Eugen Polanski","Julian Baumgartlinger","Elkin Soto","Andreas Ivanschitz","Nicolai Müller","Ádám Szalai"
"2012-03-31","Augsburg","FCKoln","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Matthias Ostrzolek","Hajime Hosogai","Axel Bellinghausen","Daniel Baier","Ja-cheol Koo","Marcel Ndjeng","Nando Rafael","Michael Rensing","Ammar Jemal","Christian Eichner","Sascha Riether","Sereno","Geromel","Martin Lanig","Slawomir Peszko","Christian Clemens","Lukas Podolski","Milivoje Novakovic"
"2012-04-01","Hannover","M'gladbach","Ron-Robert Zieler","Emanuel Pogatetz","Mario Eggimann","Steven Cherundolo","Christian Schulz","Christian Pander","Sérgio da Silva Pinto","Konstantin Rausch","Didier Ya Konan","Jan Schlaudraff","Mame Diouf","Marc-André ter Stegen","Filip Daems","Tony Jantschke","Dante","Martin Stranzl","Patrick Herrmann","Roman Neustädter","Håvard Nordtveit","Juan Arango","Igor de Camargo","Marco Reus"
"2012-04-07","Wolfsburg","Dortmund","Diego Benaglio","Felipe","Marcel Schäfer","Christian Träsch","Alexander Madlung","Ricardo Rodríguez","Josué","Jan Polák","Mario Mandžukic","Ashkan Dejagah","Patrick Helmes","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Ivan Perišic","Jakub Blaszczykowski","Ilkay Gündogan","Shinji Kagawa","Robert Lewandowski"
"2012-04-07","Stuttgart","Mainz","Sven Ulreich","Gotoku Sakai","Serdar Tasçi","Georg Niedermeier","Arthur Boka","William Kvist","Zdravko Kuzmanovic","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Julian Schieber","Christian Wetklo","Nikolce Noveski","Radoslav Zabavník","Jan Kirchhoff","Niko Bungert","Eugen Polanski","Julian Baumgartlinger","Elkin Soto","Andreas Ivanschitz","Eric Maxim Choupo-Moting","Anthony Ujah"
"2012-04-07","Kaiserslautern","Hoffenheim","Tobias Sippel","Alexander Bugera","Rodnei","Florian Dick","Anthar Yahia","Ariel Borysiuk","Christian Tiffert","Pierre De Wit","Kostas Fortounis","Richard Sukuta-Pasu","Julian Derstroff","Tom Starke","Andreas Beck","Marvin Compper","Fabian Johnson","Isaac Vorsah","Boris Vukcevic","Daniel Williams","Tobias Weis","Roberto Firmino","Sejad Salihovic","Sven Schipplock"
"2012-04-07","M'gladbach","Hertha","Marc-André ter Stegen","Filip Daems","Tony Jantschke","Dante","Martin Stranzl","Patrick Herrmann","Roman Neustädter","Håvard Nordtveit","Juan Arango","Marco Reus","Mike Hanke","Thomas Kraft","Christian Lell","Roman Hubník","Felix Bastians","Levan Kobiashvili","Andreas Ottl","Raffael","Änis Ben-Hatira","Peter Niemeyer","Adrián Ramos","Nikita Rukavytsya"
"2012-04-08","Hamburg","Leverkusen","Jaroslav Drobný","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Marcell Jansen","Ivo Ilicevic","Robert Tesche","David Jarolím","Mladen Petric","Marcus Berg","Bernd Leno","Manuel Friedrich","Ömer Toprak","Michal Kadlec","Gonzalo Castro","Stefan Reinartz","Simon Rolfes","Renato Augusto","Michael Ballack","André Schürrle","Stefan Kießling"
"2012-04-07","FCKoln","WerderBremen","Michael Rensing","Mišo Brecko","Ammar Jemal","Sascha Riether","Sereno","Geromel","Martin Lanig","Slawomir Peszko","Christian Clemens","Lukas Podolski","Mikael Ishak","Tim Wiese","François Affolter","Clemens Fritz","Lukas Schmitz","Sokratis Papastathopoulos","Marko Marin","Aleksandar Ignjovski","Zlatko Junuzovic","Tom Trybull","Markus Rosenberg","Claudio Pizarro"
"2012-04-07","Freiburg","Nurnberg","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Julian Schuster","Karim Guédé","Daniel Caligiuri","Sebastian Freis","Raphael Schäfer","Per Nilsson","Dominic Maroh","Javier Pinola","Timothy Chandler","Timmy Simons","Hanno Balitsch","Markus Feulner","Daniel Didavi","Tomáš Pekhart","Róbert Mak"
"2012-04-07","BayernMunich","Augsburg","Manuel Neuer","Jérôme Boateng","Philipp Lahm","David Alaba","Holger Badstuber","Franck Ribéry","Bastian Schweinsteiger","Anatoliy Tymoshchuk","Arjen Robben","Thomas Müller","Mario Gomez","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Matthias Ostrzolek","Hajime Hosogai","Axel Bellinghausen","Daniel Baier","Ja-cheol Koo","Marcel Ndjeng","Nando Rafael"
"2012-04-08","Schalke04","Hannover","Lars Unnerstall","Escudero","Kyriakos Papadopoulos","Christoph Metzelder","Atsuto Uchida","Marco Höger","Christoph Moritz","Raúl","Jefferson Farfán","Klaas Jan Huntelaar","Julian Draxler","Ron-Robert Zieler","Karim Haggui","Mario Eggimann","Christian Schulz","Christian Pander","Sérgio da Silva Pinto","Sofian Chahed","Manuel Schmiedebach","Didier Ya Konan","Mohammed Abdellaoue","Mame Diouf"
"2012-04-10","Hertha","Freiburg","Thomas Kraft","Christian Lell","Roman Hubník","Felix Bastians","Levan Kobiashvili","Andreas Ottl","Raffael","Änis Ben-Hatira","Peter Niemeyer","Adrián Ramos","Nikita Rukavytsya","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Jonathan Schmid","Johannes Flum","Karim Guédé","Daniel Caligiuri","Garra Dembélé","Sebastian Freis"
"2012-04-10","Mainz","FCKoln","Christian Wetklo","Zdenek Pospech","Nikolce Noveski","Radoslav Zabavník","Jan Kirchhoff","Eugen Polanski","Elkin Soto","Nicolai Müller","Eric Maxim Choupo-Moting","Ádám Szalai","Mohamed Zidan","Michael Rensing","Mišo Brecko","Ammar Jemal","Sascha Riether","Sereno","Geromel","Martin Lanig","Christian Clemens","Odise Roshi","Lukas Podolski","Mikael Ishak"
"2012-04-11","Dortmund","BayernMunich","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Jakub Blaszczykowski","Kevin Großkreutz","Ilkay Gündogan","Shinji Kagawa","Robert Lewandowski","Manuel Neuer","Jérôme Boateng","Philipp Lahm","David Alaba","Holger Badstuber","Franck Ribéry","Luiz Gustavo","Toni Kroos","Arjen Robben","Thomas Müller","Mario Gomez"
"2012-04-11","Hoffenheim","Hamburg","Tom Starke","Andreas Beck","Marvin Compper","Fabian Johnson","Jannik Vestergaard","Sebastian Rudy","Boris Vukcevic","Tobias Weis","Roberto Firmino","Sejad Salihovic","Sven Schipplock","Jaroslav Drobný","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Marcell Jansen","Ivo Ilicevic","David Jarolím","Jacopo Sala","Tolgay Arslan","Gojko Kacar","Marcus Berg"
"2012-04-11","Hannover","Wolfsburg","Ron-Robert Zieler","Karim Haggui","Mario Eggimann","Steven Cherundolo","Christian Pander","Sérgio da Silva Pinto","Manuel Schmiedebach","Konstantin Rausch","Didier Ya Konan","Jan Schlaudraff","Mame Diouf","Diego Benaglio","Felipe","Marcel Schäfer","Marco Russ","Ricardo Rodríguez","Vieirinha","Makoto Hasebe","Petr Jirácek","Jan Polák","Mario Mandžukic","Ashkan Dejagah"
"2012-04-10","Augsburg","Stuttgart","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Matthias Ostrzolek","Hajime Hosogai","Axel Bellinghausen","Daniel Baier","Ja-cheol Koo","Marcel Ndjeng","Nando Rafael","Sven Ulreich","Gotoku Sakai","Serdar Tasçi","Georg Niedermeier","Arthur Boka","William Kvist","Zdravko Kuzmanovic","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Julian Schieber"
"2012-04-10","WerderBremen","M'gladbach","Tim Wiese","Sebastian Boenisch","François Affolter","Naldo","Clemens Fritz","Lukas Schmitz","Sokratis Papastathopoulos","Marko Marin","Zlatko Junuzovic","Markus Rosenberg","Claudio Pizarro","Marc-André ter Stegen","Filip Daems","Roel Brouwers","Dante","Martin Stranzl","Patrick Herrmann","Roman Neustädter","Håvard Nordtveit","Juan Arango","Marco Reus","Mike Hanke"
"2012-04-11","Nurnberg","Schalke04","Raphael Schäfer","Dominic Maroh","Javier Pinola","Timothy Chandler","Philipp Wollscheid","Timmy Simons","Hanno Balitsch","Mike Frantz","Daniel Didavi","Tomáš Pekhart","Róbert Mak","Lars Unnerstall","Escudero","Tim Hoogland","Kyriakos Papadopoulos","Joel Matip","Lewis Holtby","Marco Höger","Jermaine Jones","Raúl","Klaas Jan Huntelaar","Julian Draxler"
"2012-04-11","Leverkusen","Kaiserslautern","Bernd Leno","Manuel Friedrich","Ömer Toprak","Michal Kadlec","Gonzalo Castro","Stefan Reinartz","Simon Rolfes","Renato Augusto","André Schürrle","Stefan Kießling","Eren Derdiyok","Tobias Sippel","Mathias Abel","Alexander Bugera","Florian Dick","Anthar Yahia","Oliver Kirch","Olcay Sahan","Pierre De Wit","Kostas Fortounis","Richard Sukuta-Pasu","Julian Derstroff"
"2012-04-13","Stuttgart","WerderBremen","Sven Ulreich","Gotoku Sakai","Cristian Molinaro","Serdar Tasçi","Georg Niedermeier","William Kvist","Christian Gentner","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Julian Schieber","Tim Wiese","François Affolter","Naldo","Clemens Fritz","Lukas Schmitz","Sokratis Papastathopoulos","Marko Marin","Aleksandar Ignjovski","Zlatko Junuzovic","Markus Rosenberg","Claudio Pizarro"
"2012-04-14","Hamburg","Hannover","Jaroslav Drobný","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Marcell Jansen","Tomás Rincón","Ivo Ilicevic","David Jarolím","Heung-min Son","Marcus Berg","Ron-Robert Zieler","Karim Haggui","Emanuel Pogatetz","Steven Cherundolo","Christian Schulz","Christian Pander","Sérgio da Silva Pinto","Manuel Schmiedebach","Konstantin Rausch","Didier Ya Konan","Jan Schlaudraff"
"2012-04-14","Wolfsburg","Augsburg","Diego Benaglio","Marcel Schäfer","Alexander Madlung","Marco Russ","Ricardo Rodríguez","Vieirinha","Makoto Hasebe","Petr Jirácek","Jan Polák","Mario Mandžukic","Patrick Helmes","Simon Jentzsch","Paul Verhaegh","Sebastian Langkamp","Jan-Ingwer Callsen-Bracker","Hajime Hosogai","Axel Bellinghausen","Daniel Baier","Tobias Werner","Ja-cheol Koo","Lorenzo Davids","Torsten Oehrl"
"2012-04-14","BayernMunich","Mainz","Manuel Neuer","Rafinha","Jérôme Boateng","Diego Contento","David Alaba","Holger Badstuber","Bastian Schweinsteiger","Anatoliy Tymoshchuk","Arjen Robben","Ivica Olic","Thomas Müller","Heinz Müller","Zdenek Pospech","Nikolce Noveski","Radoslav Zabavník","Jan Kirchhoff","Marco Caligiuri","Julian Baumgartlinger","Elkin Soto","Andreas Ivanschitz","Nicolai Müller","Ádám Szalai"
"2012-04-15","Freiburg","Hoffenheim","Oliver Baumann","Fallou Diagné","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jonathan Schmid","Johannes Flum","Karim Guédé","Daniel Caligiuri","Garra Dembélé","Sebastian Freis","Tom Starke","Andreas Beck","Marvin Compper","Fabian Johnson","Jannik Vestergaard","Sebastian Rudy","Boris Vukcevic","Daniel Williams","Roberto Firmino","Sejad Salihovic","Sven Schipplock"
"2012-04-14","Schalke04","Dortmund","Lars Unnerstall","Kyriakos Papadopoulos","Christoph Metzelder","Atsuto Uchida","Christian Fuchs","Jermaine Jones","Christoph Moritz","Raúl","Jefferson Farfán","Klaas Jan Huntelaar","Julian Draxler","Roman Weidenfeller","Mats Hummels","Lukasz Piszczek","Felipe Santana","Marcel Schmelzer","Jakub Blaszczykowski","Kevin Großkreutz","Ilkay Gündogan","Sven Bender","Shinji Kagawa","Robert Lewandowski"
"2012-04-14","Kaiserslautern","Nurnberg","Tobias Sippel","Mathias Abel","Alexander Bugera","Anthar Yahia","Oliver Kirch","Christian Tiffert","Olcay Sahan","Pierre De Wit","Kostas Fortounis","Richard Sukuta-Pasu","Julian Derstroff","Raphael Schäfer","Dominic Maroh","Javier Pinola","Timothy Chandler","Philipp Wollscheid","Timmy Simons","Hanno Balitsch","Mike Frantz","Daniel Didavi","Tomáš Pekhart","Róbert Mak"
"2012-04-14","Leverkusen","Hertha","Bernd Leno","Manuel Friedrich","Ömer Toprak","Michal Kadlec","Gonzalo Castro","Stefan Reinartz","Simon Rolfes","Tranquillo Barnetta","Michael Ortega","André Schürrle","Stefan Kießling","Thomas Kraft","Christian Lell","Felix Bastians","Levan Kobiashvili","Andreas Ottl","Raffael","Änis Ben-Hatira","Peter Niemeyer","Fanol Perdedaj","Adrián Ramos","Nikita Rukavytsya"
"2012-04-15","M'gladbach","FCKoln","Marc-André ter Stegen","Filip Daems","Roel Brouwers","Dante","Martin Stranzl","Patrick Herrmann","Roman Neustädter","Håvard Nordtveit","Juan Arango","Marco Reus","Mike Hanke","Michael Rensing","Mišo Brecko","Christian Eichner","Sascha Riether","Sereno","Geromel","Martin Lanig","Slawomir Peszko","Christian Clemens","Lukas Podolski","Milivoje Novakovic"
"2012-04-20","Mainz","Wolfsburg","Christian Wetklo","Zdenek Pospech","Nikolce Noveski","Radoslav Zabavník","Jan Kirchhoff","Eugen Polanski","Elkin Soto","Andreas Ivanschitz","Eric Maxim Choupo-Moting","Ádám Szalai","Mohamed Zidan","Diego Benaglio","Marcel Schäfer","Alexander Madlung","Marco Russ","Ricardo Rodríguez","Vieirinha","Makoto Hasebe","Petr Jirácek","Jan Polák","Mario Mandžukic","Ashkan Dejagah"
"2012-04-21","WerderBremen","BayernMunich","Tim Wiese","François Affolter","Naldo","Lukas Schmitz","Aaron Hunt","Zlatko Junuzovic","Tom Trybull","Aleksandar Stevanovic","Florian Trinks","Markus Rosenberg","Claudio Pizarro","Manuel Neuer","Rafinha","Diego Contento","Takashi Usami","Danijel Pranjic","Luiz Gustavo","Bastian Schweinsteiger","Anatoliy Tymoshchuk","Nils Petersen","Ivica Olic","Thomas Müller"
"2012-04-21","Hertha","Kaiserslautern","Thomas Kraft","Christian Lell","Felix Bastians","Andreas Ottl","Raffael","Peter Niemeyer","Fabian Holland","Adrián Ramos","Tunay Torun","Nikita Rukavytsya","Pierre-Michel Lasogga","Tobias Sippel","Mathias Abel","Alexander Bugera","Rodnei","Florian Dick","Ariel Borysiuk","Oliver Kirch","Olcay Sahan","Pierre De Wit","Kostas Fortounis","Andrew Wooten"
"2012-04-21","Dortmund","M'gladbach","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Ivan Perišic","Jakub Blaszczykowski","Ilkay Gündogan","Shinji Kagawa","Robert Lewandowski","Marc-André ter Stegen","Filip Daems","Roel Brouwers","Tony Jantschke","Dante","Martin Stranzl","Patrick Herrmann","Håvard Nordtveit","Juan Arango","Marco Reus","Mike Hanke"
"2012-04-22","Hannover","Freiburg","Ron-Robert Zieler","Karim Haggui","Emanuel Pogatetz","Steven Cherundolo","Christian Pander","Lars Stindl","Manuel Schmiedebach","Konstantin Rausch","Didier Ya Konan","Jan Schlaudraff","Mohammed Abdellaoue","Oliver Baumann","Fallou Diagné","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jan Rosenthal","Anton Putsila","Jonathan Schmid","Karim Guédé","Daniel Caligiuri","Sebastian Freis"
"2012-04-21","Hoffenheim","Leverkusen","Tom Starke","Andreas Beck","Marvin Compper","Fabian Johnson","Jannik Vestergaard","Sebastian Rudy","Boris Vukcevic","Tobias Weis","Sejad Salihovic","Sven Schipplock","Ryan Babel","Bernd Leno","Manuel Friedrich","Vedran Corluka","Ömer Toprak","Michal Kadlec","Gonzalo Castro","Tranquillo Barnetta","Lars Bender","Michael Ortega","André Schürrle","Stefan Kießling"
"2012-04-21","Nurnberg","Hamburg","Raphael Schäfer","Dominic Maroh","Javier Pinola","Timothy Chandler","Philipp Wollscheid","Timmy Simons","Hanno Balitsch","Mike Frantz","Daniel Didavi","Tomáš Pekhart","Róbert Mak","Jaroslav Drobný","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Marcell Jansen","Tomás Rincón","Ivo Ilicevic","David Jarolím","Heung-min Son","Marcus Berg"
"2012-04-21","FCKoln","Stuttgart","Michael Rensing","Mišo Brecko","Christian Eichner","Sascha Riether","Geromel","Kevin McKenna","Martin Lanig","Slawomir Peszko","Mato Jajalo","Christian Clemens","Lukas Podolski","Sven Ulreich","Gotoku Sakai","Cristian Molinaro","Serdar Tasçi","Georg Niedermeier","William Kvist","Christian Gentner","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Julian Schieber"
"2012-04-22","Augsburg","Schalke04","Simon Jentzsch","Paul Verhaegh","Sebastian Langkamp","Jan-Ingwer Callsen-Bracker","Matthias Ostrzolek","Hajime Hosogai","Axel Bellinghausen","Daniel Baier","Ja-cheol Koo","Marcel Ndjeng","Torsten Oehrl","Lars Unnerstall","Benedikt Höwedes","Christoph Metzelder","Atsuto Uchida","Joel Matip","Lewis Holtby","Jermaine Jones","Raúl","Jefferson Farfán","Chinedu Obasi","Klaas Jan Huntelaar"
"2012-04-28","Kaiserslautern","Dortmund","Tobias Sippel","Mathias Abel","Alexander Bugera","Rodnei","Florian Dick","Ariel Borysiuk","Christian Tiffert","Olcay Sahan","Pierre De Wit","Kostas Fortounis","Andrew Wooten","Mitchell Langerak","Neven Subotic","Chris Löwe","Patrick Owomoyela","Felipe Santana","Sebastian Kehl","Mario Götze","Ivan Perišic","Ilkay Gündogan","Robert Lewandowski","Lucas Barrios"
"2012-04-28","Leverkusen","Hannover","Bernd Leno","Manuel Friedrich","Vedran Corluka","Ömer Toprak","Michal Kadlec","Gonzalo Castro","Stefan Reinartz","Tranquillo Barnetta","Lars Bender","André Schürrle","Stefan Kießling","Ron-Robert Zieler","Emanuel Pogatetz","Mario Eggimann","Steven Cherundolo","Christian Schulz","Sérgio da Silva Pinto","Lars Stindl","Manuel Schmiedebach","Didier Ya Konan","Jan Schlaudraff","Mohammed Abdellaoue"
"2012-04-28","Hoffenheim","Nurnberg","Tom Starke","Andreas Beck","Marvin Compper","Fabian Johnson","Jannik Vestergaard","Sebastian Rudy","Boris Vukcevic","Sejad Salihovic","Knowledge Musona","Sven Schipplock","Ryan Babel","Raphael Schäfer","Per Nilsson","Javier Pinola","Timothy Chandler","Philipp Wollscheid","Timmy Simons","Hanno Balitsch","Markus Feulner","Daniel Didavi","Tomáš Pekhart","Róbert Mak"
"2012-04-28","Freiburg","FCKoln","Oliver Baumann","Fallou Diagné","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Cédric Makiadi","Jan Rosenthal","Jonathan Schmid","Karim Guédé","Daniel Caligiuri","Sebastian Freis","Michael Rensing","Mišo Brecko","Christian Eichner","Sascha Riether","Geromel","Kevin McKenna","Martin Lanig","Slawomir Peszko","Mato Jajalo","Christian Clemens","Lukas Podolski"
"2012-04-28","Schalke04","Hertha","Lars Unnerstall","Benedikt Höwedes","Atsuto Uchida","Christian Fuchs","Joel Matip","Lewis Holtby","Jermaine Jones","Jurado","Raúl","Jefferson Farfán","Klaas Jan Huntelaar","Thomas Kraft","Christian Lell","Roman Hubník","Christoph Janker","Felix Bastians","Raffael","Ronny","Änis Ben-Hatira","Fanol Perdedaj","Adrián Ramos","Nikita Rukavytsya"
"2012-04-28","Wolfsburg","WerderBremen","Diego Benaglio","Marcel Schäfer","Alexander Madlung","Marco Russ","Ricardo Rodríguez","Josué","Vieirinha","Jan Polák","Mario Mandžukic","Ashkan Dejagah","Patrick Helmes","Tim Wiese","Naldo","Clemens Fritz","Lukas Schmitz","Sokratis Papastathopoulos","Aaron Hunt","Zlatko Junuzovic","Tom Trybull","Aleksandar Stevanovic","Markus Rosenberg","Claudio Pizarro"
"2012-04-28","Hamburg","Mainz","Sven Neuhaus","Michael Mancienne","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Marcell Jansen","Tomás Rincón","David Jarolím","Paolo Guerrero","Mladen Petric","Heung-min Son","Christian Wetklo","Zdenek Pospech","Nikolce Noveski","Jan Kirchhoff","Niko Bungert","Marco Caligiuri","Eugen Polanski","Elkin Soto","Eric Maxim Choupo-Moting","Ádám Szalai","Mohamed Zidan"
"2012-04-28","BayernMunich","Stuttgart","Hans Jörg Butt","Rafinha","Diego Contento","Holger Badstuber","Takashi Usami","Danijel Pranjic","Luiz Gustavo","Anatoliy Tymoshchuk","Ivica Olic","Thomas Müller","Mario Gomez","Sven Ulreich","Gotoku Sakai","Cristian Molinaro","Georg Niedermeier","Maza","William Kvist","Christian Gentner","Tamás Hajnal","Martin Harnik","Vedad Ibiševic","Shinji Okazaki"
"2012-04-28","M'gladbach","Augsburg","Marc-André ter Stegen","Filip Daems","Roel Brouwers","Tony Jantschke","Dante","Patrick Herrmann","Roman Neustädter","Håvard Nordtveit","Juan Arango","Marco Reus","Mike Hanke","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Jan-Ingwer Callsen-Bracker","Matthias Ostrzolek","Axel Bellinghausen","Daniel Baier","Ja-cheol Koo","Marcel Ndjeng","Torsten Oehrl"
"2012-05-05","Nurnberg","Leverkusen","Raphael Schäfer","Per Nilsson","Javier Pinola","Philipp Wollscheid","Timmy Simons","Hanno Balitsch","Markus Feulner","Mike Frantz","Daniel Didavi","Tomáš Pekhart","Róbert Mak","Bernd Leno","Manuel Friedrich","Vedran Corluka","Ömer Toprak","Gonzalo Castro","Stefan Reinartz","Simon Rolfes","Lars Bender","Michael Ballack","André Schürrle","Stefan Kießling"
"2012-05-05","WerderBremen","Schalke04","Tim Wiese","Clemens Fritz","Lukas Schmitz","Sebastian Prödl","Sokratis Papastathopoulos","Tim Borowski","Aaron Hunt","Zlatko Junuzovic","Tom Trybull","Markus Rosenberg","Claudio Pizarro","Lars Unnerstall","Escudero","Atsuto Uchida","Joel Matip","Marco Höger","Jermaine Jones","Jurado","Christoph Moritz","Jefferson Farfán","Klaas Jan Huntelaar","Julian Draxler"
"2012-05-05","Dortmund","Freiburg","Roman Weidenfeller","Neven Subotic","Mats Hummels","Lukasz Piszczek","Marcel Schmelzer","Sebastian Kehl","Jakub Blaszczykowski","Kevin Großkreutz","Ilkay Gündogan","Shinji Kagawa","Robert Lewandowski","Daniel Batz","Mensur Mujdža","Oliver Sorg","Matthias Ginter","Immanuel Höhn","Cédric Makiadi","Jan Rosenthal","Jonathan Schmid","Karim Guédé","Daniel Caligiuri","Sebastian Freis"
"2012-05-05","Hertha","Hoffenheim","Thomas Kraft","Roman Hubník","Christoph Janker","Levan Kobiashvili","Raffael","Änis Ben-Hatira","Peter Niemeyer","Patrick Ebert","Fanol Perdedaj","Fabian Holland","Pierre-Michel Lasogga","Tom Starke","Andreas Beck","Marvin Compper","Fabian Johnson","Jannik Vestergaard","Sebastian Rudy","Boris Vukcevic","Dominik Kaiser","Sejad Salihovic","Sven Schipplock","Ryan Babel"
"2012-05-05","Mainz","M'gladbach","Heinz Müller","Zdenek Pospech","Nikolce Noveski","Jan Kirchhoff","Malik Fathi","Marco Caligiuri","Julian Baumgartlinger","Elkin Soto","Nicolai Müller","Eric Maxim Choupo-Moting","Ádám Szalai","Marc-André ter Stegen","Filip Daems","Tony Jantschke","Dante","Martin Stranzl","Alexander Ring","Tolga Cigerci","Roman Neustädter","Juan Arango","Igor de Camargo","Marco Reus"
"2012-05-05","FCKoln","BayernMunich","Michael Rensing","Mišo Brecko","Christian Eichner","Sascha Riether","Geromel","Kevin McKenna","Kevin Pezzoni","Martin Lanig","Slawomir Peszko","Mato Jajalo","Lukas Podolski","Manuel Neuer","Jérôme Boateng","Philipp Lahm","Diego Contento","Franck Ribéry","Bastian Schweinsteiger","Toni Kroos","Anatoliy Tymoshchuk","Arjen Robben","Thomas Müller","Mario Gomez"
"2012-05-05","Augsburg","Hamburg","Simon Jentzsch","Paul Verhaegh","Gibril Sankoh","Sebastian Langkamp","Jan-Ingwer Callsen-Bracker","Matthias Ostrzolek","Hajime Hosogai","Axel Bellinghausen","Daniel Baier","Ja-cheol Koo","Nando Rafael","Sven Neuhaus","Dennis Diekmeier","Heiko Westermann","Jeffrey Bruma","Dennis Aogo","Robert Tesche","Gökhan Töre","Jacopo Sala","Per Skjelbred","Paolo Guerrero","Marcus Berg"
